complaint_id,txn_id,user_id,merchant_id,transaction_timestamp,reported_timestamp,disputed_amount,reason_code,complaint_text,resolution_status,bank_response_timestamp,severity,channel
CBK0000940,TXN00012142,USR51720,mch2099,2026-03-17 12:23:25,03-20-2026,INR 355.28,DUP_DEBIT,Customer says transaction was not authorized.,Resolved,20/03/2026,P2,Email
CBK0002104,TXN00006293,USR-48479,mch8779,01-08-2026,2026/01/19,"₹2,214.27",DUP_DEBIT,Complaint received after multiple failed attempts.,REJECTED,,LOW,Branch
CBK0000031,TXN00005788,USR80678,MCH4473,,2026-03-29 00:09:09,372.51,DUP_DEBIT,User claims account was compromised before transaction.,RESOLVED,2026-03-29 00:09:09,LOW,IVR
CBK0001210,TXN00014187,USR80504,MCH2456,2026/03/18,2026/03/20,Rs. 972,fraud,Complaint received after multiple failed attempts.,RESOLVED,25/03/2026 08:55 AM,LOW,CHATBOT
CBK0002670,TXN00018420,USR34122,MCH3807,,12/03/2026 07:55 PM,"₹2,274.67",merchant service issue,Payment made to unknown merchant as per customer statement.,Pending Bank,03-28-2026,H,Branch
CBK0001707,TXN00006976,usr91675,MCH3676,2026/01/15,16/01/2026 02:55 AM,1752.57,account hacked,customer says amount was debited twice.,PENDING_BANK,1770951352,Low,Email
CBK0002073,TXN00007227,usr_23350,MCH8136,,2026/03/02,"₹1,894.93",extra amount deducted,Customer complaint text unclear due to poor call center notes.,Open,,P3,Branch
CBK0001648,TXN00003335,USR 96396,MCH-5954,28/03/2026,2026/04/07,1426.02,unauthorized_transaction,customer says transaction was not authorized.,PENDING_BANK,05/05/2026,H,ivr
CBK0002003,TXN00015085,USR71636,mch4256,16/01/2026,18/01/2026 06:11 AM,-956.46,Merchant Not Delivered,suspicious high-value payment disputed by customer.,In Progress,2026/02/09,P3,App
CBK0001755,txn-00008682,usr56480,MCH7833,1768793728,2026-01-20 22:35:28,"INR 5,944.75",Unauthorized Transaction,Suspicious high-value payment disputed by customer.,Closed,2026/01/21,Low,chatbot
CBK0000952,TXN00013323,46902,MCH 2064,,24-Apr-2026,1986.27,not delivered,Complaint received after multiple failed attempts.,OPEN,2026/05/19,M,Call Center
CBK0002378,TXN00014450,USR 74567,mch5798,10/03/2026,13/03/2026,"Rs. 2,438",Service Not Provided,Complaint received after multiple failed attempts.,In Progress,2026-03-13 23:03:21,LOW,CHATBOT
CBK0001662,TXN00008240,USR43842,MCH7885,01-06-2026,08/01/2026,-962.34,no service,Merchant service was not delivered after payment.,Resolved,18/01/2026 07:29 PM,P2,Branch
CBK0000275,TXN37497,usr_31937,MCH9768,20/02/2026,23-Feb-2026,Rs. 419,service failed,Complaint received after multiple failed attempts.,RESOLVED,08/03/2026,CRITICAL,chatbot
CBK0002206,TXN00009768,USR52915,MCH7051,,16-Mar-2026,"INR 5,082.98",Unauthorized Transaction,Payment made to unknown merchant as per customer statement.,Closed,17/03/2026 12:10 AM,Critical,Email
CBK0002687,TXN00017004,USR22471,MCH2822,27-Jan-2026,29/01/2026 03:06 AM,₹645.98,dispute raised,User says UPI PIN was not entered by them.,WIP,11-Feb-2026,Critical,Call Center
CBK0000843,TXN00014470,USR 23820,MCH3842,03-14-2026,1774397040,,merchant service issue,Complaint received after multiple failed attempts.,REJECTED,,P4,Call Center
CBK0002212,TXN00010395,USR73737,MCH1395,2026-03-24 02:55:35,31-Mar-2026,"₹4,273.42",item not received,Customer says amount was debited twice. NA,WIP,1776063335,HIGH,chatbot
CBK0001733,TXN00011566,USR90212,MCH4811,2026/02/22,02-25-2026,248.1,suspicious transaction,Merchant service was not delivered after payment.,Pending Bank,01/03/2026,CRITICAL,chatbot
CBK0002231,TXN00010167,USR37981,7715,2026/03/08,2026-03-10 09:30:28,-3121.8,Customer Dispute,Customer says amount was debited twice.,In Progress,04-08-2026,Medium,chatbot
CBK0000475,TXN00015106,usr_66875,MCH7661,2026/02/11,18/02/2026,"INR 4,581.94",charged twice,Suspicious high-value payment disputed by customer.,OPEN,,Medium,Email
CBK0002741,TXN00016493,USR 97428,MCH9290,,,"₹1,664.55",account hacked,Complaint received after multiple failed attempts.,Closed,21/03/2026,L,ivr
CBK0001221,TXN00002325,USR19262,MCH7654,28/03/2026 01:43 AM,,800.32,delivery issue,Payment made to unknown merchant as per customer statement.,WIP,26-Apr-2026,H,Email
CBK0000584,TXN00018381,USR 66286,MCH3433,24-Jan-2026,26/01/2026 12:09 AM,528.22,login compromised,Suspicious high-value payment disputed by customer.,OPEN,2026-02-17 00:09:38,P4,IVR
CBK0001297,TXN00002610,USR99997,MCH5710,01-04-2026,2026-01-10 07:41:28,784.51,extra amount deducted,suspicious high-value payment disputed by customer.,REJECTED,2026-02-09 07:41:28,MEDIUM,App
CBK0001860,TXN00000877,USR24833,MCH8648,03-10-2026,11-Mar-2026,"1,251.70",Wrong Amount,Suspicious high-value payment disputed by customer.,Resolved,06-Apr-2026,P4,IVR
CBK0001456,TXN00003248,USR30500,2822,1770519403,09-Feb-2026,"10,277.41",Unauthorized Transaction,Suspicious high-value payment disputed by customer.,PENDING_BANK,16/02/2026,CRIT,Call Center
CBK0001296,TXN00000132,USR44587,MCH 4473,2026/02/05,08/02/2026 02:36 AM,548.59,unauthorized_transaction,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,14/02/2026 02:36 AM,M,App
CBK0001261,TXN00001742,USR56247,MCH1220,24/01/2026,03-Feb-2026,"₹1,286.87",FRAUD,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,15/02/2026,Low,IVR
CBK0000638,TXN00006348,USR97580,6624,01-17-2026,21/01/2026,506.14,Customer Dispute,user says upi pin was not entered by them.,In Progress,27/01/2026 12:24 AM,P3,chatbot
CBK0000029,TXN00006499,USR14810,MCH1545,2026-02-27 09:13:41,01/03/2026 08:13 PM,₹640.77,incorrect amount,User says UPI PIN was not entered by them.,CLOSED,,P3,chatbot
CBK0001349,TXN00011307,usr_27947,MCH5452,31/03/2026 02:55 AM,1774986924,4006.77,login compromised,User says UPI PIN was not entered by them.,Pending Bank,06-Apr-2026,P4,Call Center
CBK0000751,TXN00008166,USR71704,MCH6694,,,813.72,unauthorized_transaction,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,Rejected,2026-02-22 08:23:27,M,ivr
CBK0001656,TXN00014355,usr49179,MCH 9241,2026/03/31,15/05/2026 07:24 PM,842.31,Duplicate Debit,Customer says transaction was not authorized.,OPEN,09-Jun-2026,Low,Branch
CBK0001674,TXN00013171,usr_44076,MCH8679,27/02/2026 12:19 AM,13/04/2026,1091.17,account hacked,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,2026/04/18,P2,Branch
CBK0000295,TXN00010097,30500,MCH3244,20/02/2026 01:27 AM,2026/02/22,12885.17,Unauthorized Transaction,Complaint received after multiple failed attempts.,PENDING_BANK,19/03/2026,L,ivr
CBK0000054,TXN00015105,USR-35239,9077,26/03/2026,29-Mar-2026,₹608.31,customer issue,User claims account was compromised before transaction.,Rejected,30/03/2026,P4,IVR
CBK0001078,TXN00001209,USR19922,mch6850,07-Feb-2026,13-Feb-2026,"₹2,704.46",Service Not Provided,User claims account was compromised before transaction.,WIP,,M,chatbot
CBK0000768,TXN00002926,USR29277,MCH7998,03-Jan-2026,02-18-2026,"1,432.79",dispute raised,Customer complaint text unclear due to poor call center notes.,Open,02-19-2026,L,chatbot
CBK0002700,TXN00018891,USR69797,MCH5713,,01-06-2026,"2,154.46",unauth txn,Customer complaint text unclear due to poor call center notes.,RESOLVED,04/02/2026 08:17 PM,HIGH,Email
CBK0002167,TXN00008964,58972,MCH9155,20/01/2026,01-22-2026,"₹1,646.02",Account Takeover,Customer says amount was debited twice.,Pending Bank,,H,Email
CBK0002787,TXN00005483,USR89278,MCH4006,2026-01-12 00:44:38,2026/01/15,"₹2,130.14",no service,User reports money deducted but merchant denies receiving payment.,WIP,,MEDIUM,Call Center
CBK0002552,TXN00011308,usr_27300,MCH-9291,30/03/2026,02/04/2026 07:18 PM,"Rs. 16,936",FRAUD,Complaint received after multiple failed attempts.,OPEN,26/04/2026,L,Call Center
CBK0002279,TXN00018603,USR39503,MCH 1658,1774270087,03-26-2026,3615.07,Duplicate Debit,Suspicious high-value payment disputed by customer.,REJECTED,26/03/2026 04:48 AM,CRIT,Call Center
CBK0000950,TXN00016469,USR13599,MCH6400,2026-01-29 06:43:12,2026/02/06,"1,313.40",Account Takeover,Complaint received after multiple failed attempts.,In Progress,02-14-2026,H,CHATBOT
CBK0002046,TXN00013381,USR72135,MCH5076,08/01/2026 04:33 PM,18/01/2026 09:33 PM,1684.52,not delivered,User says UPI PIN was not entered by them.,Rejected,2026-02-17 21:33:18,LOW,Branch
CBK0002547,txn-00009614,USR83314,MCH4007,,12/02/2026,₹927.07,FRAUD,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,01/03/2026,H,IVR
CBK0000941,TXN00016470,USR 14844,2266,04/01/2026,1768038576,-1994.56,service failed,Customer says amount was debited twice.,Open,2026/01/10,HIGH,Email
CBK0001286,TXN00004472,usr83523,MCH 5954,2026-03-10 08:35:18,2026-03-07 08:35:18,,Merchant Not Delivered,Customer says transaction was not authorized. NA,Pending Bank,05/04/2026 08:35 AM,Medium,Branch
CBK0002170,TXN00017055,USR56789,MCH5954,02-Mar-2026,03/03/2026,INR 226.51,DUP_DEBIT,Customer complaint text unclear due to poor call center notes.,REJECTED,16/03/2026,HIGH,chatbot
CBK0001905,TXN00011981,80617,MCH7286,08/01/2026,11/01/2026,"INR 17,594.04",item not received,suspicious high-value payment disputed by customer.,Pending Bank,1769138908,L,Email
CBK0000179,TXN00017876,USR49537,mch5956,06-Mar-2026,2026-03-10 14:02:56,638.04,Fraud Suspected,Customer says transaction was not authorized.,WIP,2026/03/28,P2,IVR
CBK0002676,TXN00004927,USR19351,MCH3684,05/03/2026,,"INR 1,530.60",service failed,Merchant service was not delivered after payment.,RESOLVED,,P4,App
CBK0001302,TXN00007192,USR80872,MCH2757,01-08-2026,01-16-2026,1195.71,Merchant Not Delivered,Suspicious high-value payment disputed by customer.,PENDING_BANK,08/02/2026,P3,ivr
CBK0000591,TXN00011869,usr_62847,MCH-3840,16/01/2026 05:31 AM,02/03/2026,"8,004.21",amount mismatch,User claims account was compromised before transaction.,CLOSED,24-Mar-2026,P1,Call Center
CBK0000460,TXN00001710,USR13062,MCH2803,2026/03/22,21-Apr-2026,-5894.84,ATO,customer complaint text unclear due to poor call center notes.,Resolved,,P3,ivr
CBK0000570,TXN00006817,USR13134,MCH 3815,03-24-2026,25/03/2026,774.67,login compromised,Customer says transaction was not authorized.,PENDING_BANK,10-Apr-2026,M,CHATBOT
CBK0001161,TXN00004594,USR-71825,MCH8679,02-23-2026,24-Feb-2026,315.15,Fraud Suspected,Customer complaint text unclear due to poor call center notes.,WIP,24-Mar-2026,MEDIUM,App
CBK0002019,TXN00005409,USR58335,MCH-1825,1774652781,2026-03-29 14:06:21,504.51,DUP_DEBIT,Customer says transaction was not authorized.,Resolved,,CRITICAL,App
CBK0002751,TXN00015657,USR-59679,MCH3440,08-Feb-2026,2026/02/10,1966.13,no service,User says UPI PIN was not entered by them.,REJECTED,25/02/2026,LOW,ivr
CBK0001766,,USR12686,mch7267,18/02/2026,18/02/2026,1546.27,account hacked,User claims account was compromised before transaction.,Resolved,2026-03-20 10:31:04,P2,chatbot
CBK0002685,TXN00018738,USR32577,MCH5980,10/02/2026,2026/03/13,1179.22,double debit,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,03-29-2026,LOW,CHATBOT
CBK0001179,TXN00016521,USR36519,MCH9839,02-25-2026,13/03/2026,"Rs. 2,697",scam,Customer says amount was debited twice.,PENDING_BANK,2026/04/07,Low,Email
CBK0001634,TXN00016754,USR77208,MCH6810,,2026-02-19 12:19:39,"2,563.38",UNAUTHORISED,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,Closed,03-17-2026,P4,CHATBOT
CBK0002516,TXN73646,USR57758,MCH1812,24/01/2026,31-Jan-2026,"7,863.78",dispute raised,Payment made to unknown merchant as per customer statement.,RESOLVED,,HIGH,Email
CBK0002047,TXN00007439,USR65461,mch3896,09/03/2026 12:57 PM,03-12-2026,"₹3,333.48",FRAUD,User claims account was compromised before transaction.,Rejected,,L,chatbot
CBK0000352,TXN00014436,USR 20197,mch8920,02/02/2026,1770315714,5439.35,account hacked,Suspicious high-value payment disputed by customer.,Pending Bank,2026-02-23 18:21:54,High,Branch
CBK0001568,TXN00010744,USR28325,mch2822,1770091613,1770206813,₹748.64,login compromised,User claims account was compromised before transaction.,Resolved,07/02/2026 12:06 PM,Medium,Branch
CBK0001997,TXN00019193,USR39555,MCH8953,01-10-2026,13/01/2026,"₹1,004.32",double debit,Complaint received after multiple failed attempts.,CLOSED,2026/02/09,P2,CHATBOT
CBK0000400,TXN00009596,USR71348,mch7207,2026/01/21,01-24-2026,5224.53,double debit,user claims account was compromised before transaction.,In Progress,,MEDIUM,App
CBK0000982,TXN00011350,USR93171,MCH5785,06-Jan-2026,14/01/2026,188.6,item not received,User reports money deducted but merchant denies receiving payment.,Closed,,P3,IVR
CBK0001618,TXN00015125,USR77086,MCH1644,2026/03/28,28-Apr-2026,Rs. 967,account hacked,customer says transaction was not authorized.,In Progress,2026/05/22,M,Branch
CBK0001730,TXN00006467,usr66854,4352,2026-02-19 12:08:55,1771582135,7505.86,Wrong Amount,CUSTOMER COMPLAINT TEXT UNCLEAR DUE TO POOR CALL CENTER NOTES.,REJECTED,17/03/2026,H,CHATBOT
CBK0002249,TXN00005146,USR93984,MCH8154,03-26-2026,29/03/2026 08:57 AM,725.45,unauth txn,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,PENDING_BANK,24-Apr-2026,Medium,IVR
CBK0001787,TXN00013934,USR50975,mch4366,1773323906,04-11-2026,487.43,ATO,Suspicious high-value payment disputed by customer.,IN_PROGRESS,2026/04/26,High,Email
CBK0000936,TXN00008546,USR92782,MCH9921,2026-02-07 19:28:54,02-08-2026,936.49,dispute raised,User says UPI PIN was not entered by them.,RESOLVED,2026/02/17,L,CHATBOT
CBK0001535,TXN00015786,USR49801,MCH2148,03-17-2026,20/03/2026 03:18 PM,14485.22,dispute raised,User reports money deducted but merchant denies receiving payment.,Pending Bank,,Medium,Call Center
CBK0001064,TXN00016822,usr_40162,MCH1101,19/01/2026 01:40 AM,19-Feb-2026,3058.22,Unauthorized Transaction,Customer says amount was debited twice.,IN_PROGRESS,03-02-2026,LOW,chatbot
CBK0002089,TXN00010784,USR61539,mch5778,2026-01-16 03:49:43,1768567783,782.96,customer issue,Customer says amount was debited twice.,OPEN,04-Feb-2026,H,Branch
CBK0001897,TXN00008189,USR-22202,MCH4473,10/01/2026,09/02/2026 09:59 AM,577.55,DUP_DEBIT,User claims account was compromised before transaction.,In Progress,02-13-2026,MEDIUM,App
CBK0001212,TXN00010220,USR 14892,MCH2296,03-Mar-2026,2026-03-04 13:37:27,4146.24,double debit,merchant service was not delivered after payment.,Resolved,23-Mar-2026,P4,ivr
CBK0001591,TXN00001778,USR22644,MCH3896,02-20-2026,2026-02-21 20:57:45,"Rs. 2,008",unauth txn,Customer complaint text unclear due to poor call center notes.,REJECTED,2026/03/23,P4,ivr
CBK0001510,TXN00009054,USR40521,MCH8665,16/01/2026 07:29 PM,18/01/2026,14177.27,UNAUTHORISED,customer says transaction was not authorized.,WIP,08-Feb-2026,Medium,IVR
CBK0000351,TXN49383,USR-83155,MCH5768,30-Jan-2026,1769888665,614.57,Service Not Provided,Suspicious high-value payment disputed by cust.,Open,23/02/2026 07:44 PM,Low,chatbot
CBK0001213,TXN00017444,29137,MCH6278,1774394383,2026/03/25,252.18,Unauthorized Transaction,User claims account was compromised before txn.,Pending Bank,2026/03/30,M,chatbot
CBK0001031,TXN00018504,USR95238,MCH8391,2026/02/19,23/02/2026,2887.1,not done by me,Merchant service was not delivered after payment. details missing,RESOLVED,02-23-2026,L,Call Center
CBK0001822,txn-00010858,USR89549,MCH 5264,01-16-2026,21/01/2026,Rs. 624,login compromised,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,04/02/2026 07:12 AM,Medium,Call Center
CBK0000825,TXN00017847,71122,mch1632,1770266900,07-Feb-2026,Rs. 714,no service,Customer says transaction was not authorized.,CLOSED,,P2,ivr
CBK0001148,TXN00009676,USR-60032,MCH8953,18/01/2026,2026/02/03,,Unauthorized Transaction,User reports money deducted but merchant denies receiving payment.,Resolved,2026-03-02 08:39:23,L,CHATBOT
CBK0002528,TXN00019669,usr43455,MCH2895,2026-03-10 12:00:49,11/03/2026,"₹2,022.82",scam,Customer says transaction was not authorized. call dropped,In Progress,,Medium,Email
CBK0002233,TXN00010897,USR48881,MCH3815,2026-01-29 21:07:26,2026-02-14 17:07:26,5022.43,delivery issue,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,In Progress,1772557646,P2,Branch
CBK0000147,TXN00003927,USR94184,MCH2234,02-09-2026,1771298815,₹875.30,Wrong Amount,Customer says transaction was not authorized.,CLOSED,18-Feb-2026,Low,ivr
CBK0000527,,usr45627,MCH3427,26/03/2026 11:37 AM,28/03/2026,-171.98,fraud,User reports money deducted but merchant denies receiving payment.,WIP,,L,IVR
CBK0000140,TXN00001801,USR46902,MCH 2378,26/02/2026 07:20 AM,08/03/2026 07:20 AM,2789.99,Customer Dispute,User says UPI PIN was not entered by them.,WIP,1773127255,Low,Email
CBK0001856,TXN50572,USR56512,MCH3100,23/01/2026,2026/02/03,,Duplicate Debit,Complaint received after multiple failed attempts.,In Progress,02/03/2026 12:12 PM,P1,App
CBK0000613,TXN00002808,USR-82191,mch9948,2026/02/13,20-Feb-2026,604.93,Customer Dispute,Customer says transaction was not authorized.,Pending Bank,02/03/2026 02:21 AM,M,Email
CBK0001796,TXN00014147,usr19352,MCH5990,12-Feb-2026,02-22-2026,"Rs. 2,551",account hacked,payment made to unknown merchant as per customer statement.,IN_PROGRESS,04-Mar-2026,LOW,Branch
CBK0000336,TXN00004644,USR14768,MCH 8391,05/03/2026,08-Mar-2026,-3662.83,item not received,User claims account was compromised before transaction.,Resolved,,P4,ivr
CBK0002179,TXN00002142,44124,MCH9291,14-Jan-2026,01-18-2026,"13,132.36",Service Not Provided,Customer says amount was debited twice.,Closed,2026/01/25,HIGH,chatbot
CBK0002623,,USR80824,mch3492,18/01/2026 02:41 PM,03/02/2026,1057.6,FRAUD,Suspicious high-value payment disputed by customer.,Rejected,21/02/2026,H,App
CBK0001375,TXN00001251,USR45344,MCH4473,29/01/2026,2026/02/01,INR 802.62,complaint,Merchant service was not delivered after payment.,Resolved,,P2,chatbot
CBK0001280,TXN00012568,usr61715,MCH6850,16/01/2026,2026-03-02 14:03:49,"Rs. 15,086",Customer Dispute,Customer says transaction was not authorized.,OPEN,03-11-2026,Low,Call Center
CBK0002202,TXN00001215,USR-26403,MCH5655,01-01-2026,07-Jan-2026,5146.97,Merchant Not Delivered,Merchant service was not delivered after payment.,CLOSED,,P3,chatbot
CBK0002178,TXN00010512,USR39098,MCH 1080,2026/01/19,1769057876,₹752.10,extra amount deducted,Customer says amount was debited twice.,OPEN,,Low,ivr
CBK0002515,TXN00019171,95538,MCH5931,2026/03/30,2026/04/09,"INR 3,429.44",Wrong Amount,Customer says transaction was not authorized.,Resolved,,LOW,Call Center
CBK0000099,,USR93290,MCH3558,01-11-2026,01-17-2026,"₹1,317.94",Fraud Suspected,User claims account was compromised before transaction.,RESOLVED,,M,Email
CBK0002071,TXN00006958,USR61891,MCH7286,02-13-2026,13/02/2026,-1162.72,service failed,Payment made to unknown merchant as per customer statement.,Open,,High,IVR
CBK0000066,TXN00017748,USR86707,MCH8350,,12/02/2026,"Rs. 1,855",Service Not Provided,Customer complaint text unclear due to poor call center notes. call dropped,REJECTED,2026/03/06,Low,App
CBK0002204,TXN00009040,usr97137,mch3202,2026-01-05 13:37:21,01-16-2026,-1600.6,Service Not Provided,Customer says transaction was not authorized.,IN_PROGRESS,15/02/2026,H,Call Center
CBK0001942,TXN00017185,USR 88284,MCH 9344,03-08-2026,2026/03/16,384.18,Wrong Amount,Payment made to unknown merchant as per customer statement.,Open,04-Apr-2026,P3,Branch
CBK0000955,,USR66359,MCH2992,04/03/2026,2026-04-18 12:26:19,"₹1,214.33",delivery issue,Payment made to unknown merchant as per customer statement.,OPEN,,P4,IVR
CBK0001156,TXN00010478,USR27893,MCH7475,2026-01-28 07:58:01,29/01/2026,Rs. 634,ATO,Merchant service was not delivered after payment.,In Progress,,P4,chatbot
CBK0001301,TXN00005559,USR98939,MCH5403,10/01/2026,2026/01/07,597.81,Customer Dispute,merchant service was not delivered after payment.,REJECTED,,MEDIUM,chatbot
CBK0001940,TXN00006894,USR 19400,MCH 3815,,26/02/2026,2016.51,delivery issue,Customer complaint text unclear due to poor call center notes.,Rejected,04/03/2026,HIGH,ivr
CBK0000135,TXN00013531,usr33763,MCH2483,,01-22-2026,"Rs. 2,390",item not received,User reports money deducted but merchant denies receiving payment.,In Progress,06/02/2026,P4,App
CBK0002522,,USR72963,MCH4406,,02-Mar-2026,₹584.72,not done by me,User claims account was compromised before transaction.,REJECTED,03-23-2026,L,App
CBK0002568,TXN00012990,USR24437,MCH-1818,1772379908,,3464.25,unauth txn,Customer says amount was debited twice.,CLOSED,,High,CHATBOT
CBK0001525,TXN00004103,USR 18453,MCH-7793,,2026/01/28,4864.83,ATO,User claims account was compromised before transaction.,CLOSED,01/02/2026,Medium,Email
CBK0001092,TXN00015253,USR 50458,MCH4725,,2026/03/17,"1,700.27",no service,CUSTOMER COMPLAINT TEXT UNCLEAR DUE TO POOR CALL CENTER NOTES.,PENDING_BANK,,Low,chatbot
CBK0001495,TXN00014774,USR 47392,MCH8779,23/03/2026,03/04/2026,2478.18,Unauthorized Transaction,Payment made to unknown merchant as per customer statement.,REJECTED,20/04/2026,P4,Branch
CBK0000296,TXN00003112,USR 49629,MCH1546,27/03/2026 12:17 PM,03-Apr-2026,"Rs. 4,974",merchant service issue,User says UPI PIN was not entered by them.,CLOSED,09/04/2026,M,CHATBOT
CBK0002750,TXN00013670,USR26461,MCH 9342,11/02/2026,13-Mar-2026,"4,375.63",charged twice,User says UPI PIN was not entered by them.,Rejected,2026-03-18 18:50:28,MEDIUM,Branch
CBK0002535,TXN00009226,USR99720,MCH-1211,2026/01/15,2026-01-22 15:05:21,"4,466.49",login compromised,User reports money deducted but merchant denies receiving payment.,Resolved,2026/01/24,MEDIUM,Branch
CBK0002545,TXN00010063,USR85767,MCH8999,2026-02-12 07:23:39,19/02/2026,219.86,Account Takeover,User says UPI PIN was not entered by them.,Open,03-09-2026,P3,CHATBOT
CBK0002186,TXN00003156,USR24528,mch4024,25-Feb-2026,26/02/2026,1072.99,Unauthorized Transaction,Customer complaint text unclear due to poor call center notes.,RESOLVED,19/03/2026,M,Email
CBK0000978,TXN00006792,USR48647,5655,,27-Feb-2026,1704.54,extra amount deducted,Customer complaint text unclear due to poor call center notes.,Rejected,2026/03/02,LOW,Call Center
CBK0001661,TXN00009867,usr15733,MCH8681,25/03/2026 04:28 AM,09-Apr-2026,"₹9,736.35",delivery issue,User reports money deducted but merchant denies receiving payment.,Rejected,2026-04-16 19:28:49,H,Branch
CBK0000354,TXN00013742,USR63462,MCH1320,16-Jan-2026,01-16-2026,"INR 3,062.43",Merchant Not Delivered,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,WIP,2026/01/30,H,CHATBOT
CBK0002642,TXN00007026,USR88352,MCH 8311,02-13-2026,2026-02-24 05:34:00,,UNAUTHORISED,Suspicious high-value payment disputed by customer.,CLOSED,,P3,CHATBOT
CBK0002479,TXN00007945,USR12314,MCH9784,24/02/2026,1772357943,"₹2,209.68",Duplicate Debit,User says UPI PIN was not entered by them. call dropped,RESOLVED,03-05-2026,M,Branch
CBK0000934,TXN00014323,USR66946,MCH6810,22-Jan-2026,23/01/2026,"8,749.79",delivery issue,Suspicious high-value payment disputed by customer.,Rejected,2026-01-23 08:09:17,L,ivr
CBK0000499,TXN00011216,USR26571,MCH5954,25/01/2026,01-25-2026,-857.98,fraud,User reports money deducted but merchant denies receiving payment.,Rejected,02-13-2026,P1,Email
CBK0000312,TXN00013916,usr29758,MCH5655,2026-01-31 15:10:08,2026-02-10 22:10:08,804.06,dispute raised,Complaint received after multiple failed attempts.,Closed,03/03/2026,Medium,chatbot
CBK0000667,TXN00006052,USR54126,MCH2266,13/01/2026,15/01/2026,1664.31,customer issue,Complaint received after multiple failed attempts.,Pending Bank,,CRITICAL,Email
CBK0001500,TXN00004113,USR65211,MCH5770,14/03/2026 11:50 AM,04-14-2026,1173.86,no service,USER SAYS UPI PIN WAS NOT ENTERED BY THEM.,CLOSED,04-26-2026,HIGH,Branch
CBK0001524,TXN00010627,USR65183,MCH5171,17/02/2026,2026/02/18,,unauth txn,Customer says transaction was not authorized.,Resolved,03-09-2026,L,Branch
CBK0000438,TXN00011978,USR 99732,7833,2026-02-03 10:00:52,04-Feb-2026,Rs. 466,item not received,Customer says transaction was not authorized. urgent,Pending Bank,,L,Email
CBK0000012,TXN00013740,35501,MCH8913,25/01/2026,1769629403,650.92,customer issue,Suspicious high-value payment disputed by customer.,Pending Bank,,Medium,chatbot
CBK0001710,TXN00002546,USR96958,MCH4226,2026-01-06 03:50:09,2026/01/13,"₹6,642.41",Account Takeover,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,REJECTED,,Low,Call Center
CBK0001322,txn-00018670,USR33934,MCH9699,09-Mar-2026,13/03/2026,"₹3,883.93",amount mismatch,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,RESOLVED,03-19-2026,MEDIUM,ivr
CBK0000894,TXN00015855,95334,MCH6372,16/03/2026,19-Mar-2026,"Rs. 6,458",extra amount deducted,User says UPI PIN was not entered by them.,IN_PROGRESS,21/03/2026,LOW,App
CBK0000784,TXN00014785,usr41135,MCH7286,31-Jan-2026,01-31-2026,1176.91,service failed,suspicious high-value payment disputed by customer.,IN_PROGRESS,1771235777,P4,Branch
CBK0001573,TXN00015673,USR29406,mch4270,02-21-2026,01/03/2026 04:47 AM,,Fraud Suspected,User says UPI PIN was not entered by them.,CLOSED,,MEDIUM,IVR
CBK0000325,TXN00011027,51987,MCH 6810,2026-01-04 03:24:27,2026/01/06,"3,285.50",unauth txn,Customer says txn was not authorized.,IN_PROGRESS,01-16-2026,Medium,App
CBK0002149,TXN00011510,USR30541,MCH6295,2026/01/13,1768993937,7271.24,suspicious transaction,Merchant service was not delivered after payment.,Open,2026/01/30,P4,ivr
CBK0001257,,USR74209,6057,03-19-2026,25/03/2026 01:08 AM,2346.56,customer issue,Complaint received after multiple failed attempts.,Open,14/04/2026,P4,CHATBOT
CBK0000370,,USR68023,mch2511,18-Feb-2026,1772099786,-3719.71,charged twice,User says UPI PIN was not entered by them.,Closed,2026/03/08,MEDIUM,App
CBK0001398,TXN00015787,USR61935,MCH8643,06/02/2026 04:53 PM,2026-02-09 16:53:32,8787.96,unauth txn,payment made to unknown merchant as per customer statement.,Rejected,16/02/2026,P2,ivr
CBK0002526,TXN00014583,USR53424,MCH7006,20/03/2026 07:24 PM,03-24-2026,6768.55,Wrong Amount,Customer says amount was debited twice.,In Progress,04-08-2026,LOW,CHATBOT
CBK0001343,TXN00017045,usr87914,MCH2822,01-20-2026,07-Mar-2026,"Rs. 1,409",not done by me,Suspicious high-value payment disputed by customer. urgent,WIP,2026/03/20,MEDIUM,CHATBOT
CBK0000769,TXN00010549,USR88037,MCH4590,16/01/2026,31/01/2026,"INR 6,630.73",complaint,Complaint received after multiple failed attempts.,IN_PROGRESS,02/03/2026 02:45 PM,P2,App
